institution,name,rank,area,degree,degree_year,school,start,annotation,listing
Utica College of Syracuse U,"Neun, Stephen P.",Prof,AG,PHD,88,Conn,,Associate Dean,
Utica College of Syracuse U,"Dunn, Bradford",Asst,ACDG,MS,90,SUNY-In,,,
Valdosta State University,"Stanley, Kenneth L.",Dean,,PHD,78,Purdue,,,
Valdosta State University,"Weld, Leonard G.",C-Pr,Atg,PHD,89,Tx A&M,,,
Valdosta State University,"Scott, David",Prof,HKM,PHD,73,Arkansas,,,
Valdosta State University,"Buchanan, William K.",Asst,DNL,PHD,96,North Tx,,,
Valdosta State University,"Roland, Karin",Asst,GPT,PHD,95,Florida,,,
Valparaiso University,"Reichardt, Karl E.",Dean$,Atg,PHD,71,Missouri,,,
Valparaiso University,"Hutchison, David E.",Asst,JKPT,PHD,93,Illinois,,,
Valparaiso University,"Pirie, Wendy",Asst,AJ,PHD,95,Queen's,,,
Vanderbilt University,"Christie, William G.",Dean,ACMT,PHD,89,Chicago,,,
Vanderbilt University,"Stoll, Hans R.",H-Pr,JLT,PHD,66,Chicago,,Walker Professor of Finance,
Vanderbilt University,"Masulis, Ronald W.",Prof,BDQV,PHD,78,Chicago,,Frank K. Houston Professor of Finance,
Vanderbilt University,"Weingartner, H. Martin",Emer,CIF&,PHD,62,Car Mellon,,,
Vanderbilt University,"Ball, Clifford A.",Assoc,JLOT,PHD,80,New Mex,,,
Vanderbilt University,"Lewis, Craig M.",Assoc,DGLO,PHD,86,Wisconsin,,,
Vanderbilt University,"Bollen, Nicholas B.",Asst,DLS,PHD,97,Duke,,,
Vanderbilt University,"Charoenrook, Anchada",Asst,EJLN,PHD,0,Michigan,,,
Vanderbilt University,"Gande, Amar",Asst,EQU,PHD,97,NYU,,,
Vanderbilt University,"Raheja, Charu G.",Asst,Ad,PHD,,NYU,,,
University of Vermont,"DeWitt, Rocki-Lee",Dean,Mgt,PHD,91,Columbia,,,
University of Vermont,"Gatti, James F.",Assoc,PEH,PHD,72,Cornell,,,
University of Vermont,"Harrison, David",Asst,,PHD,99,Florida,,,
University of Vermont,"Vanden, Bergh",Asst,,PHD,0,Berkeley,,,
Villanova University,"Monahan, Thomas F.",Dean,Agt,PHD,81,Temple,,,
Villanova University,"DeMaskey, Andrea L.",C-Ac,UVW,DBA,87,Kent St,,,
Villanova University,"Nawrocki, David N.",Prof,MNT,PHD,76,Penn St,,,
Villanova University,"Clarke, James J.",Assoc,PJ,PHD,72,Notre Dm,,,
Villanova University,"Cochran, Steven J.",Assoc,JNO,PHD,88,Cincinnati,,,
Villanova University,"Dellva, Wilfred L.",Assoc,FMDS,PHD,80,Oklahoma,,,
Villanova University,"Heck, Jean Louis",Assoc,NXY,PHD,83,S Carol,,,
Villanova University,"LeClair, Robert T.",Assoc,MPX,PHD,72,Nrthwstrn,,,
Villanova University,"McWilliams, Victoria B.",Assoc,GZD,PHD,88,Oregon,,Associate Dean,
Villanova University,"Olson, Gerard T.",Assoc,GHSO,PHD,89,Drexel,,,
Villanova University,"Howton, Shawn",Asst,ADCL,PHD,97,Fla St,,,
Villanova University,"Howton, Shelly",Asst,JNOA,PHD,97,Fla St,,,
Villanova University,"Pagano, Michael",Asst,EJNP,PHD,99,Rutgers,,,
Villanova University,"Shaffer, David",Asst,JLVN,PHD,99,Kansas,,,
University of Virginia,"Zeithaml, Carl P.",Dean,Mgt,DBA,80,Maryland,,,2000-2001
University of Virginia,"Overstreet, George A.",C-Pr,,PHD,76,Alabama,,,2000-2001
University of Virginia,"Atchison, Michael D.",Prof,,PHD,82,Mich St,,,2000-2001
University of Virginia,"deMong, Richard F.",Prof,AOPW,PHD,77,Colorado,,Virginia Bankers Professor of Bank Management,2000-2001
University of Virginia,"Kemp, Robert S.",Prof,,DBA,81,Fla St,,,2000-2001
University of Virginia,"Pettit, Laurence C. Jr.",Prof,,DBA,74,Virginia,,,2000-2001
University of Virginia,"Webb, Robert I.",Prof,KL,PHD,79,Chicago,,Paul Tudor Jones II Research Professor; Associate Dean,2000-2001
University of Virginia,"Marston, Felicia C.",Assoc,,PHD,87,N Carol,,,2000-2001
University of Virginia,"White, Mark A.",Assoc,,PHD,89,Mich St,,,2000-2001
University of Virginia,"Dennis, Patrick",Asst,JL,PHD,96,N Carol,,,2000-2001
University of Virginia-Grad,"Harris, Robert S.",Dean,EGNC,PHD,77,Princeton,,C. Stewart Sheppard Professor of Business Administration,
University of Virginia-Grad,"Conroy, Robert M.",C-Pr,LOV,DBA,80,Indiana,,,
University of Virginia-Grad,"Bruner, Robert F.",Prof,DGHQ,DBA,82,Harvard,,Distinguished Professor of Business Administration,
University of Virginia-Grad,"Chaplinsky, Susan",Prof,DEGH,PHD,84,Chicago,,,
University of Virginia-Grad,"Dunstan, James C.",Emer,WCEF,DBA,73,Virginia,,,
University of Virginia-Grad,"Eades, Kenneth M.",Prof,CDEO,PHD,80,Purdue,,,
University of Virginia-Grad,"Eaker, Mark R.",Prof,UVM,PHD,77,Stanford,,,
University of Virginia-Grad,"Meiburg, Charles O.",Emer,PFHI,PHD,60,Virginia,,,
University of Virginia-Grad,"Sihler, William W.",Prof,BDPT,DBA,65,Harvard,,Ronald Edward Trzcinski Professor of Business Administration,
University of Virginia-Grad,"Allayannis, Yiorgo (George)",Asst,UV,PHD,96,NYU,,,
University of Virginia-Grad,"Schill, Michael J.",Asst,DEFO,PHD,98,U Wash,,,
Virginia Commonwealth Univ,"Sesnowitz, Michael L.",Dean,Econ,PHD,71,Pittsburgh,,,
Virginia Commonwealth Univ,"Dubofsky, David A.",C-Pr,LMOS,PHD,82,U Wash,,,
Virginia Commonwealth Univ,"Boykin, James H.",Prof,,PHD,71,American,,Alfred L. Blake Chair of Real Estate,
Virginia Commonwealth Univ,"Ferguson, Jerry T.",Prof,,PHD,78,Florida,,,
Virginia Commonwealth Univ,"Murphy, Neil B.",Prof,PQV,PHD,68,Illinois,,,
Virginia Commonwealth Univ,"Ramirez, Gabriel G.",Prof,BDG&,PHD,89,Geo St,,,
Virginia Commonwealth Univ,"Shin, Tai S.",Prof,UW,PHD,69,Illinois,,,
Virginia Commonwealth Univ,"Upton, David E.",Prof,CKMO,PHD,76,N Carol,,,
Virginia Commonwealth Univ,"Daniels, Kenneth N.",Assoc,PRB,PHD,91,Conn,,,
Virginia Commonwealth Univ,"McDonald, Michael",Assoc,,EDD,84,Va Tech,,,
Virginia Commonwealth Univ,"Miller, Elbert G.",Assoc,,PHD,75,Alabama,,,
Virginia Commonwealth Univ,"Myers, Phyllis S.",Assoc,,PHD,84,S Carol,,,
Virginia Commonwealth Univ,"Phillips, Richard A.",Assoc,,PHD,82,N Carol,,,
Virginia Commonwealth Univ,"Salandro, Dan",Assoc,,PHD,89,Pittsburgh,,,
Virginia Commonwealth Univ,"Baranoff, Etti G.",Asst,,PHD,93,Tx-Austin,,,
Virginia Poly Inst & St Un,"Sorensen, Richard E.",Dean,Mgt,PHD,73,NYU,,,
Virginia Poly Inst & St Un,"Kumar, Raman",C-Pr,,PHD,85,Pittsburgh,,R.V. and A.F. Oliver Professor of Investment Management,
Virginia Poly Inst & St Un,"Chance, Don",M. Prof,,PHD,80,LSU,,First Union Professor of Financial Risk Management,
Virginia Poly Inst & St Un,"Hansen, Robert S.",Prof,,PHD,78,Florida,,,
Virginia Poly Inst & St Un,"Hiller, Janine S.",Prof,,PHD,81,Richmond,,,
Virginia Poly Inst & St Un,"Keown, Arthur J.",Prof,,DBA,74,Indiana,,R. B. Pamplin Professor of Finance,
Virginia Poly Inst & St Un,"Morgan, George Emir",Prof,,PHD,77,N Carol,,Crestar Professor of Finance,
Virginia Poly Inst & St Un,"Patterson, Douglas M.",Prof,,PHD,78,Wisconsin,,,
Virginia Poly Inst & St Un,"Pinkerton, John M.",Prof,,PHD,79,Florida,,Suntrust Professor of Banking,
Virginia Poly Inst & St Un,"Schneller, Meir I.",Prof,,PHD,74,NYU,,,
Virginia Poly Inst & St Un,"Shome, Dilip K.",Prof,,PHD,83,Florida,,,
Virginia Poly Inst & St Un,"Thompson, G. Rodney",Prof,,PHD,76,Florida,,,
Virginia Poly Inst & St Un,"Billingsley, Randall S.",Assoc,,PHD,82,Tx A&M,,,
Virginia Poly Inst & St Un,"Bonomo, Vittorio A.",Assoc,,PHD,69,Brown,,,
Virginia Poly Inst & St Un,"Easterwood, John C.",Assoc,T,PHD,85,Tx-Austin,,,
Virginia Poly Inst & St Un,"Kadlec, Gregory B.",Assoc,,PHD,92,Purdue,,,
Virginia Poly Inst & St Un,"Singal, Vijay",Assoc,,PHD,92,Michigan,,,
Virginia Poly Inst & St Un,"Gulen, Huseyin",Asst,,PHD,1,Purdue,,,
Virginia Poly Inst & St Un,"McNabb, Mark M.",Asst,,PHD,95,Tx-Austin,,,
Virginia Poly Inst & St Un,"Mozumdar, Abon",Asst,,PHD,97,NYU,,,
Virginia Poly Inst & St Un,"Remmers, Barbara",Asst,,PHD,1,NYU,,,
Virginia State University,"Gregory, Sadie R.",Dean,Econ,PHD,87,Howard,,,
Virginia State University,"Eseonu, Maxwell O.",C-Ac,,PHD,82,Howard,,,
Virginia State University,"Khan, Agha Nisar",Prof,,PHD,70,Va Tech,,,
Virginia State University,"Bawuah, Kwadwo",Assoc,,PHD,80,Va Tech,,,
Virginia State University,"Trainor, William J.",Asst,,PHD,94,Va Tech,,,
Virginia Union University,"Umansky, Philip H.",Dean,Atg,PHD,94,Va Comm,,,1998-1999
Virginia Union University,"Odutola, Adelaja",Asst,,PHD,,Howard,,,1998-1999
Wake Forest University,"Wilkerson, Jack E. Jr.",Dean,Atg,PHD,84,Tx-Austin,,,
Wake Forest University,"Cotter, James F.",Assoc,GPQ,PHD,93,N Carol,,,
Wake Forest University,"Goho, Thomas S.",Assoc,FWX,PHD,70,N Carol,,,
Wake Forest University,"Marcum, Bill",Asst,NU,PHD,96,N Carol,,,
Wake Forest University-MBA,"Moyer, R. Charles",Dean,EADO,PHD,71,Pittsburgh,,Integon Chair in Finance,2000-2001
Wake Forest University-MBA,"Resnick, Bruce G.",C-Pr,JLMW,DBA,79,Indiana,,Joseph M. Bayan Jr. Professor of Banking and Finance,2000-2001
Wake Forest University-MBA,"Harris, Frederick H. B.",Prof,JDOT,PHD,81,Virginia,,,2000-2001
Wake Forest University-MBA,"Shoesmith, Gary L.",Prof,NO,PHD,86,So Meth,,,2000-2001
Wake Forest University-MBA,"Lamy, Robert E.",Assoc,PQAD,PHD,84,LSU,,,2000-2001
Wake Forest University-MBA,"Nash, Robert C.",Assoc,AKU,PHD,94,Georgia,,,2000-2001
Wake Forest University-MBA,"Patel, Ajay",Assoc,DAGU,PHD,87,Georgia,,,2000-2001
Wake Forest University-MBA,"Jarrell, Sherry L.",Asst,GHO,PHD,91,Chicago,,,2000-2001
Wake Forest University-MBA,"O'Neal, Edward S.",Asst,MN,PHD,93,Florida,,,2000-2001
Wake Forest University-MBA,"Ferner, Jack D.",Lect,CFGH,MBA,55,Harvard,,,2000-2001
Washburn University,"Smith, Russell E.",Dean,Econ,PHD,84,Illinois,,,
Washburn University,"Baker, W. Gary",Prof,,PHD,75,Nebraska,,,
Washburn University,"Eck, James Robert",Prof,,PHD,79,Illinois,,,
Washburn University,"Hines, Mary Alice",Prof,W&,PHD,67,Ohio St,,C. W. King Chair of Real Estate and Finance,
Washburn University,"Hull, Robert M.",Assoc,DE,PHD,90,Kansas,,,
University of Washington,"Gupta, Yash P.",Dean,MSci,PHD,76,Bradford,,,
University of Washington,"Schall, Lawrence D.",C-Pr,CDEF,PHD,69,Chicago,,,
University of Washington,"Bradford, William D.",Prof,DPQ,PHD,72,Ohio St,,,
University of Washington,"Frost, Peter A.",Prof,DEMO,PHD,66,UCLA,,,
University of Washington,"Haley, Charles W.",Prof,CDEP,PHD,68,Stanford,,,
University of Washington,"Hess, Alan C.",Prof,KPTV,PHD,69,Car Mellon,,,
University of Washington,"Higgins, Robert C.",Prof,CEGU,PHD,69,Stanford,,,
University of Washington,"Kamara, Avraham",Prof,JKLT,PHD,86,Columbia,,,
University of Washington,"Karpoff, Jonathan M.",Prof,DG,PHD,82,UCLA,,,
University of Washington,"Malatesta, Paul H.",Prof,,PHD,82,Rochester,,,
University of Washington,"Roley, V. Vance",Prof,RVJ,PHD,77,Harvard,,,
University of Washington,"Siegel, Andrew F.",Prof,KLO,PHD,77,Stanford,,,
University of Washington,"Dewenter, Kathryn L.",Assoc,UVW,PHD,93,Chicago,,,
University of Washington,"Koski, Jennifer L.",Assoc,DST,PHD,91,Stanford,,,
University of Washington,"Pontiff, Jeffrey",Assoc,AGNS,PHD,93,Rochester,,,
University of Washington,"Rice, Edward M.",Assoc,ACGM,PHD,78,UCLA,,,
University of Washington,"Lin, Pansy",Asst,,PHD,0,UCLA,,,
University of Washington,"Novaes, Walter",Asst,CD,PHD,93,MIT,,,
Washington University,"Greenbaum, Stuart I.",Dean,PQRU,PHD,64,J Hopkins,,,
Washington University,"Back, Kerry",Prof,JKLO,PHD,83,Kentucky,,Vernon & Marion Piper Professor of Financial Economics,
Washington University,"Dybvig, Philip H.",Prof,DJOP,PHD,79,Yale,,Boatmen's Bancshares Professor of Banking and Finance,
Washington University,"Little, James T.",Prof,FHUV,PHD,77,Minnesota,,,
Washington University,"Miller, Thomas W. Jr.",Assoc,JKLN,PHD,92,U Wash,,visiting from University of Missouri,
Washington University,"Zhou, Guofu",Assoc,JLMN,PHD,90,Duke,,,
Washington University,"David, Alexander",Asst,JKLN,PHD,94,UCLA,,,
Washington University,"Farnsworth, Heber",Asst,JS,PHD,97,U Wash,,,
Washington University,"Liu, Hong",Asst,JKLO,PHD,98,Penn,,,
Washington University,"Milbourn, Todd",Asst,AC,PHD,95,Indiana,,,
Washington University,"Panchapagesan, Ventakesh",Asst,T,PHD,99,S Calif,,,
Washington University,"Schmeits, Anjolein",Asst,ADPQ,PHD,99,Amsterdam,,,
Washington University,"Scruggs, John T.",Asst,J,PHD,96,U Wash,,,
Washington University,"Taylor, Jonathan",Asst,ANS,PHD,0,MIT,,,
Washington and Lee Univ,"Peppers, Larry C.",Dean,Econ,PHD,70,Vanderbilt,,,
Washington and Lee Univ,"Kester, George W.",H-Pr,,DBA,83,Virginia,,,
Washington and Lee Univ,"Hoover, Scott",Asst,,PHD,99,Indiana,,,
Washington State University,"Jessup, Leonard M.",Dean,Mis,PHD,89,Arizona,,,
Washington State University,"Kerr, Halbert S.",C-Pr,UVW,PHD,76,U Wash,,,
Washington State University,"Epley, Donald",Prof,,PHD,72,Missouri,,,
Washington State University,"Lai, Gene C.",Prof,CDEH,PHD,87,Tx-Austin,,,
Washington State University,"Han, Li-Ming",Assoc,,PHD,87,Tx-Austin,,,
Washington State University,"McNamara, Michael J.",Assoc,#,PHD,87,Nebraska,,,
Washington State University,"Sias, Richard W.",Assoc,,PHD,92,Tx-Austin,,,
Washington State University,"Turtle, Harry J.",Assoc,,PHD,91,Alberta,,,
Washington State University,"Beller, Kenneth",Asst,,PHD,96,Wash St,,,
Washington State University,"Caton, Gary",Asst,CG,PHD,95,Oklahoma,,,
Washington State University,"Kerins, Frank",Asst,ADEG,PHD,96,Ariz St,,,
Washington State University,"Nofsinger, John R.",Asst,MN,PHD,96,Wash St,,,
Washington State University,"Whidbee, David A.",Asst,,PHD,94,Georgia,,,
Wayne State College,"Benson, Vaughn L.",H-Ac,Atg,PHD,85,Nebraska,,,
Wayne State College,"Conway, Gerald",Asst,,MSE,74,Chadron,,,
Wayne State College,"Nelson, Jeryl",Asst,DFP,MBA,87,S Dakota,,,
Wayne State University,"Kahalas, Harvey",Dean,Mgt,PHD,71,Mass,,,
Wayne State University,"Smoller, Margaret A.",C-Ac,LD,PHD,81,Florida,,,
Wayne State University,"Bayless, Mark E.",Assoc,AD,PHD,79,Wash U,,,
Wayne State University,"D'Mello, Ranjan H.",Assoc,D,PHD,95,Ohio St,,,
Wayne State University,"Mougoue, Mbodja",Assoc,MN,PHD,92,N Orleans,,,
Wayne State University,"Price, Kelly",Assoc,JK,PHD,76,Michigan,,,
Wayne State University,"Wagster, John",Assoc,PRV,PHD,92,Tx A&M,,,
Wayne State University,"Copper, Mark",SLect,M,PHD,97,Georgia,,,
Wayne State University,"Richard, John",SLect,M,PHD,99,Mich St,,,
Wayne State University,"Andrews, Clinton",Lect,,MBA,91,Chicago,,,
Wayne State University,"Vlachos, George",Lect,D,MA,81,SUNY-Bin,,,
Weber State University,"Vaughan, Michael B.",Dean,Econ,PHD,80,Nebraska,,,
Weber State University,"Handley, W. Bruce",C-Pr,Mgt,PHD,72,Ariz St,,,
Weber State University,"Mattson, Kyle Logan",Assoc,M,DBA,88,Kentucky,,,
Weber State University,"Woodbury, Denise",Assoc,AKMU,PHD,92,Utah,,,
Webster University,"Akande, Benjamin Ola",Dean,,PHD,95,Oklahoma,,,
Webster University,"Hinson, Steven Y.",C-Ac,Econ,PHD,93,Kentucky,,,
Webster University,"Spillane, Edward Joseph Jr.",Emer,,PHD,73,St Louis,,,
Webster University,"Scott, Bradford G.",Assoc,,PHD,98,St Louis,,,
Webster University,"Psihountas, Debbie",Asst,,PHD,0,Cincinnati,,,
University of West Alabama,"Hicks, Truel D.",Dean$,,MBA,60,S Miss,,,2000-2001
West Chester University,"Fiorentino, Christopher M.",Dean,Econ,PHD,89,Temple,,,2000-2001
West Chester University,"Benzing, Cynthia D.",C-Pr,F,PHD,87,Drexel,,,2000-2001
West Chester University,"DeMoss, Philip M.",Prof,Q,PHD,69,Kansas St,,,2000-2001
West Chester University,"Mohan, Daniel F.",Assoc,LV,PHD,75,Rutgers,,,2000-2001
University of West Florida,"Ranelli, Edward",Dean,Econ,PHD,69,Alabama,,,
University of West Florida,"Calvasina, Richard V.",C-Pr,Atg,PHD,73,Miss,,,
University of West Florida,"Committe, Thomas C.",Prof,CDE,PHD,66,Alabama,,,
University of West Florida,"Apap, Antonio",Assoc,CDEF,DBA,82,US Intl,,,
University of West Florida,"Constand, Richard L.",Assoc,PTVW,PHD,89,Fla St,,,
University of West Florida,"Pace, R. Daniel",Assoc,CEFR,PHD,91,Fla St,,,
University of West Florida,"Wade, Charles M.",Assoc,CDEF,PHD,77,Miss,,,
State Univ of West Georgia,"Johnson, Jack E.",Dean,Mgt,,,,,,
State Univ of West Georgia,"Volkan, Ara G.",C-Pr,F,PHD,79,Alabama,,,
State Univ of West Georgia,"Best, Ronald W.",Assoc,DFNO,PHD,92,Geo St,,,
State Univ of West Georgia,"Yoder, James A.",Assoc,DELM,PHD,88,Florida,,,
State Univ of West Georgia,"Hite, Robert E.",C-Pr,Mktg,PHD,92,Arkansas,,,
State Univ of West Georgia,"Burton, James H.",Prof,HX&#,PHD,78,Geo St,,,
State Univ of West Georgia,"Haynes, Joel B.",Prof,HX&,DBA,73,Colorado,,,
State Univ of West Georgia,"Hodges, Charles W.",Assoc,ACHM,PHD,93,Fla St,,Esmee Fairbairn Professor of Financial Management,
West Texas A&M University,"Cooley, John W.",Dean,Mgt,PHD,76,Okla St,,,
West Texas A&M University,"Duman, Barry L.",H-Pr,Econ,PHD,71,S Calif,,,
West Texas A&M University,"Owens, James K.",Prof,CK,PHD,71,Harvard,,,
West Texas A&M University,"Macy, Anne",Asst,FM,PHD,98,Tx Tech,,,
West Texas A&M University,"Walker, Ella J.",Inst,,MBA,80,W Tx St,,,
West Virginia University,"Coats, Jay H.",Dean,Atg,PHD,76,Pittsburgh,,,2000-2001
West Virginia University,"Riley, William B.",Prof,CFLM,PHD,76,Arkansas,,,2000-2001
West Virginia University,"Scherr, Frederick C.",Prof,BCDI,PHD,79,Pittsburgh,,,2000-2001
West Virginia University,"Wright, Fred E.",Emer,,MA,50,W Virginia,,,2000-2001
West Virginia University,"Abbott, Ashok B.",Assoc,AGPU,PHD,87,Va Tech,,,2000-2001
West Virginia University,"Chow, K. Victor",Assoc,JMNO,PHD,89,Alabama,,,2000-2001
West Virginia University,"Denning, Karen Craft",Assoc,JMNO,PHD,86,Pittsburgh,,,2000-2001
West Virginia University,"Rose, Terry L.",Assoc,,PHD,78,Illinois,,,2000-2001
West Virginia University,"Speaker, Paul J.",Assoc,DP,PHD,81,Purdue,,,2000-2001
West Virginia University,"Hulburt, Heather",Asst,ADF#,PHD,95,Penn St,,,2000-2001
Western Carolina University,"Shiffler, Ronald E.",Dean,Mgt,PHD,80,Florida,,,
Western Carolina University,"Little, Philip L.",C-Ac,Atg,DBA,86,La Tech,,,
Western Carolina University,"Spencer, Austin Harvey",Prof,PY,PHD,72,Indiana,,,
Western Carolina University,"Allen, Grace C.",Assoc,UX,PHD,91,S Carol,,,
Western Carolina University,"Hays, Patrick A.",Assoc,CGJM,PHD,77,N Carol,,,
Western Conn State Univ,"Morton, Allen D.",Dean,BJ,DPS,93,Pace,,,
Western Conn State Univ,"Collins, Bruce M.",C-Pr,LM,PHD,87,Fordham,,,
Western Conn State Univ,"Goldstein, Joel",Assoc,,PHD,80,Poly-NY,,,
Western Conn State Univ,"Wong, Annie",Assoc,N,PHD,92,SUNY-Buf,,,
Western Conn State Univ,"DeLoughy, Sara T.",Asst,,PHD,89,New Sch,,,
Western Illinois University,"Beveridge, M. David",Dean,Mgt,PHD,70,Nebraska,,,
Western Illinois University,"Ebeid, Fred J.",C-Pr,FGM,PHD,74,Illinois,,,
Western Illinois University,"Johnson, Don T.",Prof,&,PHD,92,Georgia,,,
Western Illinois University,"Kenny, Peppi Michelle",Prof,LN,PHD,93,Okla St,,,
Western Illinois University,"DeBoeuf, David A.",Assoc,FU,PHD,95,LSU,,,
Western Illinois University,"Tripp, James D.",Assoc,PS,PHD,90,Arkansas,,,
Western Illinois University,"Hendrix, Scott E.",Asst,PR,ABD,,Memphis,,,
Western Illinois University,"Panici, Joseph A.",Asst,#,MA,91,Iowa,,,
Western Illinois University,"Pillutla, Padmaja",Asst,HM,ABD,,Wash St,,,
Western Kentucky University,"Jefferson, Robert W.",Dean,Mktg,PHD,72,Iowa,,,
Western Kentucky University,"Chhachhi, Indudeep S.",C-Ac,AGMU,DBA,90,S Illinois,,,
Western Kentucky University,"Wolfe, Edward R.",Prof,P,PHD,76,Kentucky,,,
Western Kentucky University,"Thapa, Samanta Bhadra",Assoc,UVWD,PHD,88,Geo St,,,
Western Michigan University,"Schmotter, James W.",Dean,Mgt,PHD,73,Nrthwstrn,,,
Western Michigan University,"Edwards, A. Ed",C-Pr,,PHD,67,Ohio St,,,
Western Michigan University,"Balik, Robert",Prof,,PHD,84,Iowa,,,
Western Michigan University,"Burnie, David A.",Prof,,PHD,84,Syracuse,,,
Western Michigan University,"D'Mello, James P.",Prof,,DBA,88,Kent St,,,
Western Michigan University,"Issa, Ahmad D.",Prof,,PHD,67,Illinois,,,
Western Michigan University,"Kennedy, Kenneth F.",Prof,,PHD,76,Illinois,,,
Western Michigan University,"Korth, Christopher M.",Prof,,DBA,69,Indiana,,,
Western Michigan University,"KrishnaSwamy, C. R.",Prof,,PHD,83,Tennessee,,,
Western Michigan University,"Mangla, Inayat U.",Prof,,PHD,78,Mich St,,,
Western Michigan University,"Peterson, Craig",Prof,,PHD,92,Arkansas,,,
Western Michigan University,"Samant, Ajay",Prof,,PHD,93,Indiana,,,
Western Michigan University,"Scheu, Tim F.",Prof,,PHD,85,Illinois,,,
Western Michigan University,"Yaman, Dervim",Asst,,PHD,0,N Orleans,,,
Western Michigan University,"Metwalli, Ali",,,,,,,,
Western New England College,"Kowalski, Stanley Jr.",Dean,Econ,PHD,76,Mass,,,
Western New England College,"Bosworth, William",C-Ac,RV,PHD,85,Conn,,,
Western New England College,"Bronson, Claire S.",Prof,PY,PHD,82,Conn,,,
Western New England College,"Lee, Sharon",Asst,AG,DBA,88,UK,,,
Western State College of CO,"Newman, Monica D.",C-Pr,Atg,PHD,88,Tx-Austin,,,
Western State College of CO,"Hudson, Roger",Prof,,PHD,90,Minnesota,,,
Western State College of CO,"Newman, Scott G.",Prof,,PHD,86,Tx-Austin,,,
Western Washington Univ,"Murphy, Dennis R.",Dean,Econ,PHD,74,Indiana,,,2000-2001
Western Washington Univ,"Benson, Earl D.",C-Pr,KN&,PHD,78,Oregon,,,2000-2001
Western Washington Univ,"Fewings, David E.",Assoc,FIO,PHD,75,Toronto,,,2000-2001
Western Washington Univ,"Rystrom, David S.",Assoc,LN,PHD,82,Oregon,,,2000-2001
Western Washington Univ,"Hall, Pamela L.",Asst,BFG,PHD,91,La Tech,,,2000-2001
Westfield State College,"Knipes, Bradford J.",C-Pr,Mgt,PHD,88,Mass,,,
Westfield State College,"Daniel, Cornelia M.",Asst,,PHD,89,Mass,,,
Westfield State College,"Healy, Gerald",Asst,,MBA,,American,,,
Westfield State College,"Sullivan, Kathryn",Asst,NHCY,PHD,93,Mass,,,
Wichita State University,"Beehler, John M.",Dean,Atg,PHD,85,Indiana,,,
Wichita State University,"LeCompte, Richard L. B.",C-Ac,BGKP,PHD,87,Tx-Austin,,,
Wichita State University,"Christensen, Donald G.",Assoc,ADKL,PHD,88,S Carol,,,
Wichita State University,"Longhofer, Stanley D.",Assoc,&RP,PHD,95,Illinois,,,
Wichita State University,"Craft, Timothy",Asst,P&R,ABD,,Wisconsin,,,
Wichita State University,"Henry, Stephen",Asst,FGH,PHD,99,Georgia,,,
College of William & Mary,"Pulley, Lawrence B.",Dean,MNPR,PHD,80,Virginia,,T.C. and Elizabeth Clarke Professor,
College of William & Mary,"Boschen, John F.",Prof,AR,PHD,81,Brown,,Brinkley-Mason Professor; Associate Dean,
College of William & Mary,"Bryce, Herrington J.",Prof,#X,PHD,66,Syracuse,,Life of Virginia Professor,
College of William & Mary,"Haltiner, James R.",Prof,CMNO,DBA,75,Virginia,,,
College of William & Mary,"O'Connell, William E.",Prof,PFI,DBA,67,Indiana,,Chessie Professor of Business Administration,
College of William & Mary,"Oldfield, George S.",Prof,JKLM,PHD,74,Penn,,Richard S. Reynolds Jr. Professor of Business Administration,
College of William & Mary,"Pearson, Roy L.",Prof,,PHD,68,Virginia,,Chancellor Professor of Business Administation,
College of William & Mary,"Robeson, Franklin E.",Prof,,DBA,73,Indiana,,Hays T. Watkins Professor of Business Adm; Director Executive MBA Program,
College of William & Mary,"Strong, John S.",Prof,CEFU,PHD,86,Harvard,,,
College of William & Mary,"Williams, Stuart L.",Assoc,JMNO,PHD,78,Syracuse,,Associate Dean - Administration,
College of William & Mary,"Lie, Erik",Asst,VW,PHD,96,Purdue,,,
College of William & Mary,"Zhar, Xinge",Asst,MS,PHD,0,Nrthwstrn,,,
William Jewell College,"Williams, Gerry",C-Pr,Mgt,PHD,88,Nrthwstrn,,,1998-1999
Univ of Wisconsin-Madison,"Knetter, Michael M.",Dean,,PHD,88,Stanford,,,
Univ of Wisconsin-Madison,"Brown, David P.",C-Pr,JT,PHD,84,Stanford,,,
Univ of Wisconsin-Madison,"DeBondt, Werner F. M.",Prof,JMN,PHD,85,Cornell,,Graner Professor of Investments,
Univ of Wisconsin-Madison,"Hodder, James E.",Prof,CUVW,PHD,79,Stanford,,Albright Professor of Finance,
Univ of Wisconsin-Madison,"Johannes, James M.",Prof,PRD,PHD,78,Wisconsin,,Firstar Professor of Banking,
Univ of Wisconsin-Madison,"Krainer, Robert E.",Prof,DBR,PHD,64,Michigan,,,
Univ of Wisconsin-Madison,"Policano, Andrew J.",Prof,Econ,PHD,75,Brown,,,
Univ of Wisconsin-Madison,"Thompson, Howard E.",Emer,EG,PHD,64,Wisconsin,,Kuechenmeister-Bascom Professor of Finance,
Univ of Wisconsin-Madison,"Fedenia, Mark",Assoc,JMNO,PHD,87,Wisconsin,,,
Univ of Wisconsin-Madison,"Mello, Antonio S.",Assoc,AJV,DPHI,88,London,,,
Univ of Wisconsin-Madison,"Ready, Mark J.",Assoc,ABCT,PHD,90,Cornell,,,
